"SUID","ACTION_DIRECTION","ACTION_SCORE","ACTION_TYPE","edge-label","EDGE_UNIQUE_SUID","EVIDENCE_CODE","INITIAL_SOURCE_NAME","INITIAL_TARGET_NAME","interaction","INTERACTION_TYPE","KappaScore","name","Regulates Source","Regulates Target","selected","shared interaction","shared name","SIGNUM","SOURCE_NAME","SOURCE_SYMBOL_NAME","TARGET_NAME","TARGET_SYMBOL_NAME","UNIQUE_ID"
"1108",,,,,"1108","kappa:0.59",,,"term-term","term-term","0.5862068965517241","regulation of ion transport (term-term) potassium channel activity",,,"false","term-term","regulation of ion transport (term-term) potassium channel activity","+",,,,,"GO:0043269 (term-term) GO:0005267"
"1109",,,,,"1109","kappa:0.59",,,"term-term","term-term","0.5862068965517241","regulation of ion transport (term-term) potassium ion transport",,,"false","term-term","regulation of ion transport (term-term) potassium ion transport","+",,,,,"GO:0043269 (term-term) GO:0006813"
"1110",,,,,"1110","kappa:0.59",,,"term-term","term-term","0.5862068965517241","regulation of ion transport (term-term) potassium ion transmembrane transporter activity",,,"false","term-term","regulation of ion transport (term-term) potassium ion transmembrane transporter activity","+",,,,,"GO:0043269 (term-term) GO:0015079"
"1111",,,,,"1111","kappa:0.87",,,"term-term","term-term","0.8709677419354839","regulation of ion transport (term-term) voltage-gated channel activity",,,"false","term-term","regulation of ion transport (term-term) voltage-gated channel activity","+",,,,,"GO:0043269 (term-term) GO:0022832"
"1112",,,,,"1112","kappa:0.73",,,"term-term","term-term","0.7333333333333333","regulation of ion transport (term-term) voltage-gated cation channel activity",,,"false","term-term","regulation of ion transport (term-term) voltage-gated cation channel activity","+",,,,,"GO:0043269 (term-term) GO:0022843"
"1113",,,,,"1113","kappa:0.86",,,"term-term","term-term","0.8620689655172413","regulation of ion transport (term-term) regulation of transmembrane transport",,,"false","term-term","regulation of ion transport (term-term) regulation of transmembrane transport","+",,,,,"GO:0043269 (term-term) GO:0034762"
"1114",,,,,"1114","kappa:0.86",,,"term-term","term-term","0.8620689655172413","regulation of ion transport (term-term) regulation of ion transmembrane transport",,,"false","term-term","regulation of ion transport (term-term) regulation of ion transmembrane transport","+",,,,,"GO:0043269 (term-term) GO:0034765"
"1115",,,,,"1115","is_a:",,,"term-term","term-term","2.0","regulation of ion transport (term-term-ontology) regulation of ion transmembrane transport",,"POSITIVELY_REGULATES","false","term-term","regulation of ion transport (term-term-ontology) regulation of ion transmembrane transport","+",,,,,"GO:0043269 (term-term-ontology) GO:0034765"
"1117",,,,,"1117","kappa:0.82",,,"term-term","term-term","0.8181818181818182","metal ion transmembrane transporter activity (term-term) cation channel activity",,,"false","term-term","metal ion transmembrane transporter activity (term-term) cation channel activity","+",,,,,"GO:0046873 (term-term) GO:0005261"
"1118",,,,,"1118","kappa:0.6",,,"term-term","term-term","0.6","metal ion transmembrane transporter activity (term-term) cation transmembrane transporter activity",,,"false","term-term","metal ion transmembrane transporter activity (term-term) cation transmembrane transporter activity","+",,,,,"GO:0046873 (term-term) GO:0008324"
"1119",,,,,"1119","is_a:",,,"term-term","term-term","2.0","metal ion transmembrane transporter activity (term-term-ontology) potassium ion transmembrane transporter activity",,"POSITIVELY_REGULATES","false","term-term","metal ion transmembrane transporter activity (term-term-ontology) potassium ion transmembrane transporter activity","+",,,,,"GO:0046873 (term-term-ontology) GO:0015079"
"1120",,,,,"1120","is_a:",,,"term-term","term-term","2.0","metal ion transmembrane transporter activity (term-term-ontology) calcium ion transmembrane transporter activity",,"POSITIVELY_REGULATES","false","term-term","metal ion transmembrane transporter activity (term-term-ontology) calcium ion transmembrane transporter activity","+",,,,,"GO:0046873 (term-term-ontology) GO:0015085"
"1121",,,,,"1121","kappa:1.0",,,"term-term","term-term","1.0","metal ion transmembrane transporter activity (term-term) inorganic cation transmembrane transporter activity",,,"false","term-term","metal ion transmembrane transporter activity (term-term) inorganic cation transmembrane transporter activity","+",,,,,"GO:0046873 (term-term) GO:0022890"
"1122",,,,,"1122","is_a:",,,"term-term","term-term","2.0","metal ion transmembrane transporter activity (term-term-ontology) inorganic cation transmembrane transporter activity","POSITIVELY_REGULATES",,"false","term-term","metal ion transmembrane transporter activity (term-term-ontology) inorganic cation transmembrane transporter activity","+",,,,,"GO:0046873 (term-term-ontology) GO:0022890"
"1123",,,,,"1123","kappa:0.82",,,"term-term","term-term","0.8181818181818182","metal ion transmembrane transporter activity (term-term) metal ion transport",,,"false","term-term","metal ion transmembrane transporter activity (term-term) metal ion transport","+",,,,,"GO:0046873 (term-term) GO:0030001"
"1125",,,,,"1125","kappa:0.67",,,"term-term","term-term","0.6666666666666666","protein oligomerization (term-term) voltage-gated potassium channel activity",,,"false","term-term","protein oligomerization (term-term) voltage-gated potassium channel activity","+",,,,,"GO:0051259 (term-term) GO:0005249"
"1126",,,,,"1126","kappa:0.54",,,"term-term","term-term","0.5384615384615384","protein oligomerization (term-term) potassium channel activity",,,"false","term-term","protein oligomerization (term-term) potassium channel activity","+",,,,,"GO:0051259 (term-term) GO:0005267"
"1127",,,,,"1127","kappa:0.54",,,"term-term","term-term","0.5384615384615384","protein oligomerization (term-term) potassium ion transport",,,"false","term-term","protein oligomerization (term-term) potassium ion transport","+",,,,,"GO:0051259 (term-term) GO:0006813"
"1128",,,,,"1128","kappa:0.54",,,"term-term","term-term","0.5384615384615384","protein oligomerization (term-term) potassium ion transmembrane transporter activity",,,"false","term-term","protein oligomerization (term-term) potassium ion transmembrane transporter activity","+",,,,,"GO:0051259 (term-term) GO:0015079"
"1129",,,,,"1129","kappa:0.43",,,"term-term","term-term","0.42857142857142855","protein oligomerization (term-term) voltage-gated cation channel activity",,,"false","term-term","protein oligomerization (term-term) voltage-gated cation channel activity","+",,,,,"GO:0051259 (term-term) GO:0022843"
"1130",,,,,"1130","kappa:0.54",,,"term-term","term-term","0.5384615384615384","protein oligomerization (term-term) regulation of transmembrane transport",,,"false","term-term","protein oligomerization (term-term) regulation of transmembrane transport","+",,,,,"GO:0051259 (term-term) GO:0034762"
"1131",,,,,"1131","kappa:0.54",,,"term-term","term-term","0.5384615384615384","protein oligomerization (term-term) regulation of ion transmembrane transport",,,"false","term-term","protein oligomerization (term-term) regulation of ion transmembrane transport","+",,,,,"GO:0051259 (term-term) GO:0034765"
"1132",,,,,"1132","kappa:0.43",,,"term-term","term-term","0.42857142857142855","protein oligomerization (term-term) regulation of ion transport",,,"false","term-term","protein oligomerization (term-term) regulation of ion transport","+",,,,,"GO:0051259 (term-term) GO:0043269"
"1134",,,,,"1134","kappa:0.46",,,"term-term","term-term","0.4576271186440678","protein homooligomerization (term-term) voltage-gated ion channel activity",,,"false","term-term","protein homooligomerization (term-term) voltage-gated ion channel activity","+",,,,,"GO:0051260 (term-term) GO:0005244"
"1135",,,,,"1135","kappa:0.82",,,"term-term","term-term","0.8181818181818182","protein homooligomerization (term-term) voltage-gated potassium channel activity",,,"false","term-term","protein homooligomerization (term-term) voltage-gated potassium channel activity","+",,,,,"GO:0051260 (term-term) GO:0005249"
"1136",,,,,"1136","kappa:0.67",,,"term-term","term-term","0.673469387755102","protein homooligomerization (term-term) potassium channel activity",,,"false","term-term","protein homooligomerization (term-term) potassium channel activity","+",,,,,"GO:0051260 (term-term) GO:0005267"
"1137",,,,,"1137","kappa:0.67",,,"term-term","term-term","0.673469387755102","protein homooligomerization (term-term) potassium ion transport",,,"false","term-term","protein homooligomerization (term-term) potassium ion transport","+",,,,,"GO:0051260 (term-term) GO:0006813"
"1138",,,,,"1138","kappa:0.67",,,"term-term","term-term","0.673469387755102","protein homooligomerization (term-term) potassium ion transmembrane transporter activity",,,"false","term-term","protein homooligomerization (term-term) potassium ion transmembrane transporter activity","+",,,,,"GO:0051260 (term-term) GO:0015079"
"1139",,,,,"1139","kappa:0.46",,,"term-term","term-term","0.4576271186440678","protein homooligomerization (term-term) voltage-gated channel activity",,,"false","term-term","protein homooligomerization (term-term) voltage-gated channel activity","+",,,,,"GO:0051260 (term-term) GO:0022832"
"1140",,,,,"1140","kappa:0.56",,,"term-term","term-term","0.5555555555555556","protein homooligomerization (term-term) voltage-gated cation channel activity",,,"false","term-term","protein homooligomerization (term-term) voltage-gated cation channel activity","+",,,,,"GO:0051260 (term-term) GO:0022843"
"1141",,,,,"1141","kappa:0.67",,,"term-term","term-term","0.673469387755102","protein homooligomerization (term-term) regulation of transmembrane transport",,,"false","term-term","protein homooligomerization (term-term) regulation of transmembrane transport","+",,,,,"GO:0051260 (term-term) GO:0034762"
"1142",,,,,"1142","kappa:0.67",,,"term-term","term-term","0.673469387755102","protein homooligomerization (term-term) regulation of ion transmembrane transport",,,"false","term-term","protein homooligomerization (term-term) regulation of ion transmembrane transport","+",,,,,"GO:0051260 (term-term) GO:0034765"
"1143",,,,,"1143","kappa:0.56",,,"term-term","term-term","0.5555555555555556","protein homooligomerization (term-term) regulation of ion transport",,,"false","term-term","protein homooligomerization (term-term) regulation of ion transport","+",,,,,"GO:0051260 (term-term) GO:0043269"
"1144",,,,,"1144","kappa:0.82",,,"term-term","term-term","0.8181818181818182","protein homooligomerization (term-term) protein oligomerization",,,"false","term-term","protein homooligomerization (term-term) protein oligomerization","+",,,,,"GO:0051260 (term-term) GO:0051259"
"1145",,,,,"1145","is_a:",,,"term-term","term-term","2.0","protein homooligomerization (term-term-ontology) protein oligomerization","POSITIVELY_REGULATES",,"false","term-term","protein homooligomerization (term-term-ontology) protein oligomerization","+",,,,,"GO:0051260 (term-term-ontology) GO:0051259"
"1147",,,,,"1147","kappa:1.0",,,"term-term","term-term","1.0","calcium ion transmembrane transport (term-term) calcium channel activity",,,"false","term-term","calcium ion transmembrane transport (term-term) calcium channel activity","+",,,,,"GO:0070588 (term-term) GO:0005262"
"1148",,,,,"1148","kappa:0.86",,,"term-term","term-term","0.8620689655172413","calcium ion transmembrane transport (term-term) calcium ion transport",,,"false","term-term","calcium ion transmembrane transport (term-term) calcium ion transport","+",,,,,"GO:0070588 (term-term) GO:0006816"
"1149",,,,,"1149","is_a:",,,"term-term","term-term","2.0","calcium ion transmembrane transport (term-term-ontology) calcium ion transport","POSITIVELY_REGULATES",,"false","term-term","calcium ion transmembrane transport (term-term-ontology) calcium ion transport","+",,,,,"GO:0070588 (term-term-ontology) GO:0006816"
"1150",,,,,"1150","kappa:1.0",,,"term-term","term-term","1.0","calcium ion transmembrane transport (term-term) calcium ion transmembrane transporter activity",,,"false","term-term","calcium ion transmembrane transport (term-term) calcium ion transmembrane transporter activity","+",,,,,"GO:0070588 (term-term) GO:0015085"
"1152",,,,,"1152","kappa:0.46",,,"term-term","term-term","0.4576271186440678","divalent metal ion transport (term-term) intracellular ligand-gated ion channel activity",,,"false","term-term","divalent metal ion transport (term-term) intracellular ligand-gated ion channel activity","+",,,,,"GO:0070838 (term-term) GO:0005217"
"1153",,,,,"1153","kappa:0.74",,,"term-term","term-term","0.7377049180327869","divalent metal ion transport (term-term) calcium channel activity",,,"false","term-term","divalent metal ion transport (term-term) calcium channel activity","+",,,,,"GO:0070838 (term-term) GO:0005262"
"1154",,,,,"1154","kappa:0.87",,,"term-term","term-term","0.8709677419354839","divalent metal ion transport (term-term) calcium ion transport",,,"false","term-term","divalent metal ion transport (term-term) calcium ion transport","+",,,,,"GO:0070838 (term-term) GO:0006816"
"1155",,,,,"1155","is_a:",,,"term-term","term-term","2.0","divalent metal ion transport (term-term-ontology) calcium ion transport",,"POSITIVELY_REGULATES","false","term-term","divalent metal ion transport (term-term-ontology) calcium ion transport","+",,,,,"GO:0070838 (term-term-ontology) GO:0006816"
"1156",,,,,"1156","kappa:0.46",,,"term-term","term-term","0.4576271186440678","divalent metal ion transport (term-term) response to mechanical stimulus",,,"false","term-term","divalent metal ion transport (term-term) response to mechanical stimulus","+",,,,,"GO:0070838 (term-term) GO:0009612"
"1157",,,,,"1157","kappa:0.74",,,"term-term","term-term","0.7377049180327869","divalent metal ion transport (term-term) calcium ion transmembrane transporter activity",,,"false","term-term","divalent metal ion transport (term-term) calcium ion transmembrane transporter activity","+",,,,,"GO:0070838 (term-term) GO:0015085"
"1158",,,,,"1158","is_a:",,,"term-term","term-term","2.0","divalent metal ion transport (term-term-ontology) metal ion transport","POSITIVELY_REGULATES",,"false","term-term","divalent metal ion transport (term-term-ontology) metal ion transport","+",,,,,"GO:0070838 (term-term-ontology) GO:0030001"
"1159",,,,,"1159","kappa:0.74",,,"term-term","term-term","0.7377049180327869","divalent metal ion transport (term-term) calcium ion transmembrane transport",,,"false","term-term","divalent metal ion transport (term-term) calcium ion transmembrane transport","+",,,,,"GO:0070838 (term-term) GO:0070588"
"1161",,,,,"1161","kappa:0.48",,,"term-term","term-term","0.47540983606557374","cellular potassium ion transport (term-term) voltage-gated ion channel activity",,,"false","term-term","cellular potassium ion transport (term-term) voltage-gated ion channel activity","+",,,,,"GO:0071804 (term-term) GO:0005244"
"1162",,,,,"1162","kappa:0.85",,,"term-term","term-term","0.8461538461538461","cellular potassium ion transport (term-term) voltage-gated potassium channel activity",,,"false","term-term","cellular potassium ion transport (term-term) voltage-gated potassium channel activity","+",,,,,"GO:0071804 (term-term) GO:0005249"
"1163",,,,,"1163","kappa:1.0",,,"term-term","term-term","1.0","cellular potassium ion transport (term-term) potassium channel activity",,,"false","term-term","cellular potassium ion transport (term-term) potassium channel activity","+",,,,,"GO:0071804 (term-term) GO:0005267"
"1164",,,,,"1164","kappa:1.0",,,"term-term","term-term","1.0","cellular potassium ion transport (term-term) potassium ion transport",,,"false","term-term","cellular potassium ion transport (term-term) potassium ion transport","+",,,,,"GO:0071804 (term-term) GO:0006813"
"1165",,,,,"1165","is_a:",,,"term-term","term-term","2.0","cellular potassium ion transport (term-term-ontology) potassium ion transport","POSITIVELY_REGULATES",,"false","term-term","cellular potassium ion transport (term-term-ontology) potassium ion transport","+",,,,,"GO:0071804 (term-term-ontology) GO:0006813"
"1166",,,,,"1166","kappa:1.0",,,"term-term","term-term","1.0","cellular potassium ion transport (term-term) potassium ion transmembrane transporter activity",,,"false","term-term","cellular potassium ion transport (term-term) potassium ion transmembrane transporter activity","+",,,,,"GO:0071804 (term-term) GO:0015079"
"1167",,,,,"1167","kappa:0.48",,,"term-term","term-term","0.47540983606557374","cellular potassium ion transport (term-term) voltage-gated channel activity",,,"false","term-term","cellular potassium ion transport (term-term) voltage-gated channel activity","+",,,,,"GO:0071804 (term-term) GO:0022832"
"1168",,,,,"1168","kappa:0.59",,,"term-term","term-term","0.5862068965517241","cellular potassium ion transport (term-term) voltage-gated cation channel activity",,,"false","term-term","cellular potassium ion transport (term-term) voltage-gated cation channel activity","+",,,,,"GO:0071804 (term-term) GO:0022843"
"1169",,,,,"1169","kappa:0.42",,,"term-term","term-term","0.41818181818181815","cellular potassium ion transport (term-term) regulation of transmembrane transport",,,"false","term-term","cellular potassium ion transport (term-term) regulation of transmembrane transport","+",,,,,"GO:0071804 (term-term) GO:0034762"
"1170",,,,,"1170","kappa:0.42",,,"term-term","term-term","0.41818181818181815","cellular potassium ion transport (term-term) regulation of ion transmembrane transport",,,"false","term-term","cellular potassium ion transport (term-term) regulation of ion transmembrane transport","+",,,,,"GO:0071804 (term-term) GO:0034765"
"1171",,,,,"1171","kappa:0.59",,,"term-term","term-term","0.5862068965517241","cellular potassium ion transport (term-term) regulation of ion transport",,,"false","term-term","cellular potassium ion transport (term-term) regulation of ion transport","+",,,,,"GO:0071804 (term-term) GO:0043269"
"1172",,,,,"1172","kappa:0.54",,,"term-term","term-term","0.5384615384615384","cellular potassium ion transport (term-term) protein oligomerization",,,"false","term-term","cellular potassium ion transport (term-term) protein oligomerization","+",,,,,"GO:0071804 (term-term) GO:0051259"
"1173",,,,,"1173","kappa:0.67",,,"term-term","term-term","0.673469387755102","cellular potassium ion transport (term-term) protein homooligomerization",,,"false","term-term","cellular potassium ion transport (term-term) protein homooligomerization","+",,,,,"GO:0071804 (term-term) GO:0051260"
"1175",,,,,"1175","kappa:0.48",,,"term-term","term-term","0.47540983606557374","potassium ion transmembrane transport (term-term) voltage-gated ion channel activity",,,"false","term-term","potassium ion transmembrane transport (term-term) voltage-gated ion channel activity","+",,,,,"GO:0071805 (term-term) GO:0005244"
"1176",,,,,"1176","kappa:0.85",,,"term-term","term-term","0.8461538461538461","potassium ion transmembrane transport (term-term) voltage-gated potassium channel activity",,,"false","term-term","potassium ion transmembrane transport (term-term) voltage-gated potassium channel activity","+",,,,,"GO:0071805 (term-term) GO:0005249"
"1177",,,,,"1177","kappa:1.0",,,"term-term","term-term","1.0","potassium ion transmembrane transport (term-term) potassium channel activity",,,"false","term-term","potassium ion transmembrane transport (term-term) potassium channel activity","+",,,,,"GO:0071805 (term-term) GO:0005267"
"1178",,,,,"1178","kappa:1.0",,,"term-term","term-term","1.0","potassium ion transmembrane transport (term-term) potassium ion transport",,,"false","term-term","potassium ion transmembrane transport (term-term) potassium ion transport","+",,,,,"GO:0071805 (term-term) GO:0006813"
"1179",,,,,"1179","kappa:1.0",,,"term-term","term-term","1.0","potassium ion transmembrane transport (term-term) potassium ion transmembrane transporter activity",,,"false","term-term","potassium ion transmembrane transport (term-term) potassium ion transmembrane transporter activity","+",,,,,"GO:0071805 (term-term) GO:0015079"
"1180",,,,,"1180","kappa:0.48",,,"term-term","term-term","0.47540983606557374","potassium ion transmembrane transport (term-term) voltage-gated channel activity",,,"false","term-term","potassium ion transmembrane transport (term-term) voltage-gated channel activity","+",,,,,"GO:0071805 (term-term) GO:0022832"
"1181",,,,,"1181","kappa:0.59",,,"term-term","term-term","0.5862068965517241","potassium ion transmembrane transport (term-term) voltage-gated cation channel activity",,,"false","term-term","potassium ion transmembrane transport (term-term) voltage-gated cation channel activity","+",,,,,"GO:0071805 (term-term) GO:0022843"
"1182",,,,,"1182","kappa:0.42",,,"term-term","term-term","0.41818181818181815","potassium ion transmembrane transport (term-term) regulation of transmembrane transport",,,"false","term-term","potassium ion transmembrane transport (term-term) regulation of transmembrane transport","+",,,,,"GO:0071805 (term-term) GO:0034762"
"1183",,,,,"1183","kappa:0.42",,,"term-term","term-term","0.41818181818181815","potassium ion transmembrane transport (term-term) regulation of ion transmembrane transport",,,"false","term-term","potassium ion transmembrane transport (term-term) regulation of ion transmembrane transport","+",,,,,"GO:0071805 (term-term) GO:0034765"
"1184",,,,,"1184","kappa:0.59",,,"term-term","term-term","0.5862068965517241","potassium ion transmembrane transport (term-term) regulation of ion transport",,,"false","term-term","potassium ion transmembrane transport (term-term) regulation of ion transport","+",,,,,"GO:0071805 (term-term) GO:0043269"
"1185",,,,,"1185","kappa:0.54",,,"term-term","term-term","0.5384615384615384","potassium ion transmembrane transport (term-term) protein oligomerization",,,"false","term-term","potassium ion transmembrane transport (term-term) protein oligomerization","+",,,,,"GO:0071805 (term-term) GO:0051259"
"1186",,,,,"1186","kappa:0.67",,,"term-term","term-term","0.673469387755102","potassium ion transmembrane transport (term-term) protein homooligomerization",,,"false","term-term","potassium ion transmembrane transport (term-term) protein homooligomerization","+",,,,,"GO:0071805 (term-term) GO:0051260"
"1187",,,,,"1187","kappa:1.0",,,"term-term","term-term","1.0","potassium ion transmembrane transport (term-term) cellular potassium ion transport",,,"false","term-term","potassium ion transmembrane transport (term-term) cellular potassium ion transport","+",,,,,"GO:0071805 (term-term) GO:0071804"
"1188",,,,,"1188","is_a:",,,"term-term","term-term","2.0","potassium ion transmembrane transport (term-term-ontology) cellular potassium ion transport","POSITIVELY_REGULATES",,"false","term-term","potassium ion transmembrane transport (term-term-ontology) cellular potassium ion transport","+",,,,,"GO:0071805 (term-term-ontology) GO:0071804"
"1190",,,,,"1190","kappa:1.0",,,"term-term","term-term","1.0","divalent inorganic cation homeostasis (term-term) intracellular ligand-gated ion channel activity",,,"false","term-term","divalent inorganic cation homeostasis (term-term) intracellular ligand-gated ion channel activity","+",,,,,"GO:0072507 (term-term) GO:0005217"
"1191",,,,,"1191","kappa:0.46",,,"term-term","term-term","0.4576271186440678","divalent inorganic cation homeostasis (term-term) divalent metal ion transport",,,"false","term-term","divalent inorganic cation homeostasis (term-term) divalent metal ion transport","+",,,,,"GO:0072507 (term-term) GO:0070838"
"1193",,,,,"1193","kappa:1.0",,,"term-term","term-term","1.0","divalent inorganic cation transmembrane transporter activity (term-term) calcium channel activity",,,"false","term-term","divalent inorganic cation transmembrane transporter activity (term-term) calcium channel activity","+",,,,,"GO:0072509 (term-term) GO:0005262"
"1194",,,,,"1194","kappa:0.86",,,"term-term","term-term","0.8620689655172413","divalent inorganic cation transmembrane transporter activity (term-term) calcium ion transport",,,"false","term-term","divalent inorganic cation transmembrane transporter activity (term-term) calcium ion transport","+",,,,,"GO:0072509 (term-term) GO:0006816"
"1195",,,,,"1195","kappa:1.0",,,"term-term","term-term","1.0","divalent inorganic cation transmembrane transporter activity (term-term) calcium ion transmembrane transporter activity",,,"false","term-term","divalent inorganic cation transmembrane transporter activity (term-term) calcium ion transmembrane transporter activity","+",,,,,"GO:0072509 (term-term) GO:0015085"
"1196",,,,,"1196","is_a:",,,"term-term","term-term","2.0","divalent inorganic cation transmembrane transporter activity (term-term-ontology) calcium ion transmembrane transporter activity",,"POSITIVELY_REGULATES","false","term-term","divalent inorganic cation transmembrane transporter activity (term-term-ontology) calcium ion transmembrane transporter activity","+",,,,,"GO:0072509 (term-term-ontology) GO:0015085"
"1197",,,,,"1197","is_a:",,,"term-term","term-term","2.0","divalent inorganic cation transmembrane transporter activity (term-term-ontology) inorganic cation transmembrane transporter activity","POSITIVELY_REGULATES",,"false","term-term","divalent inorganic cation transmembrane transporter activity (term-term-ontology) inorganic cation transmembrane transporter activity","+",,,,,"GO:0072509 (term-term-ontology) GO:0022890"
"1198",,,,,"1198","kappa:1.0",,,"term-term","term-term","1.0","divalent inorganic cation transmembrane transporter activity (term-term) calcium ion transmembrane transport",,,"false","term-term","divalent inorganic cation transmembrane transporter activity (term-term) calcium ion transmembrane transport","+",,,,,"GO:0072509 (term-term) GO:0070588"
"1199",,,,,"1199","kappa:0.74",,,"term-term","term-term","0.7377049180327869","divalent inorganic cation transmembrane transporter activity (term-term) divalent metal ion transport",,,"false","term-term","divalent inorganic cation transmembrane transporter activity (term-term) divalent metal ion transport","+",,,,,"GO:0072509 (term-term) GO:0070838"
"1201",,,,,"1201","kappa:0.46",,,"term-term","term-term","0.4576271186440678","divalent inorganic cation transport (term-term) intracellular ligand-gated ion channel activity",,,"false","term-term","divalent inorganic cation transport (term-term) intracellular ligand-gated ion channel activity","+",,,,,"GO:0072511 (term-term) GO:0005217"
"1202",,,,,"1202","kappa:0.74",,,"term-term","term-term","0.7377049180327869","divalent inorganic cation transport (term-term) calcium channel activity",,,"false","term-term","divalent inorganic cation transport (term-term) calcium channel activity","+",,,,,"GO:0072511 (term-term) GO:0005262"
"1203",,,,,"1203","kappa:0.87",,,"term-term","term-term","0.8709677419354839","divalent inorganic cation transport (term-term) calcium ion transport",,,"false","term-term","divalent inorganic cation transport (term-term) calcium ion transport","+",,,,,"GO:0072511 (term-term) GO:0006816"
"1204",,,,,"1204","kappa:0.46",,,"term-term","term-term","0.4576271186440678","divalent inorganic cation transport (term-term) response to mechanical stimulus",,,"false","term-term","divalent inorganic cation transport (term-term) response to mechanical stimulus","+",,,,,"GO:0072511 (term-term) GO:0009612"
"1205",,,,,"1205","kappa:0.74",,,"term-term","term-term","0.7377049180327869","divalent inorganic cation transport (term-term) calcium ion transmembrane transporter activity",,,"false","term-term","divalent inorganic cation transport (term-term) calcium ion transmembrane transporter activity","+",,,,,"GO:0072511 (term-term) GO:0015085"
"1206",,,,,"1206","kappa:0.74",,,"term-term","term-term","0.7377049180327869","divalent inorganic cation transport (term-term) calcium ion transmembrane transport",,,"false","term-term","divalent inorganic cation transport (term-term) calcium ion transmembrane transport","+",,,,,"GO:0072511 (term-term) GO:0070588"
"1207",,,,,"1207","kappa:1.0",,,"term-term","term-term","1.0","divalent inorganic cation transport (term-term) divalent metal ion transport",,,"false","term-term","divalent inorganic cation transport (term-term) divalent metal ion transport","+",,,,,"GO:0072511 (term-term) GO:0070838"
"1208",,,,,"1208","is_a:",,,"term-term","term-term","2.0","divalent inorganic cation transport (term-term-ontology) divalent metal ion transport",,"POSITIVELY_REGULATES","false","term-term","divalent inorganic cation transport (term-term-ontology) divalent metal ion transport","+",,,,,"GO:0072511 (term-term-ontology) GO:0070838"
"1209",,,,,"1209","kappa:0.46",,,"term-term","term-term","0.4576271186440678","divalent inorganic cation transport (term-term) divalent inorganic cation homeostasis",,,"false","term-term","divalent inorganic cation transport (term-term) divalent inorganic cation homeostasis","+",,,,,"GO:0072511 (term-term) GO:0072507"
"1210",,,,,"1210","kappa:0.74",,,"term-term","term-term","0.7377049180327869","divalent inorganic cation transport (term-term) divalent inorganic cation transmembrane transporter activity",,,"false","term-term","divalent inorganic cation transport (term-term) divalent inorganic cation transmembrane transporter activity","+",,,,,"GO:0072511 (term-term) GO:0072509"
"1212",,,,,"1212","kappa:0.45",,,"term-term","term-term","0.4482758620689655","cation transmembrane transport (term-term) ion channel activity",,,"false","term-term","cation transmembrane transport (term-term) ion channel activity","+",,,,,"GO:0098655 (term-term) GO:0005216"
"1213",,,,,"1213","kappa:1.0",,,"term-term","term-term","1.0","cation transmembrane transport (term-term) cation channel activity",,,"false","term-term","cation transmembrane transport (term-term) cation channel activity","+",,,,,"GO:0098655 (term-term) GO:0005261"
"1214",,,,,"1214","kappa:0.76",,,"term-term","term-term","0.7647058823529411","cation transmembrane transport (term-term) cation transmembrane transporter activity",,,"false","term-term","cation transmembrane transport (term-term) cation transmembrane transporter activity","+",,,,,"GO:0098655 (term-term) GO:0008324"
"1215",,,,,"1215","kappa:0.45",,,"term-term","term-term","0.4482758620689655","cation transmembrane transport (term-term) channel activity",,,"false","term-term","cation transmembrane transport (term-term) channel activity","+",,,,,"GO:0098655 (term-term) GO:0015267"
"1216",,,,,"1216","kappa:0.45",,,"term-term","term-term","0.4482758620689655","cation transmembrane transport (term-term) passive transmembrane transporter activity",,,"false","term-term","cation transmembrane transport (term-term) passive transmembrane transporter activity","+",,,,,"GO:0098655 (term-term) GO:0022803"
"1217",,,,,"1217","kappa:0.45",,,"term-term","term-term","0.4482758620689655","cation transmembrane transport (term-term) substrate-specific channel activity",,,"false","term-term","cation transmembrane transport (term-term) substrate-specific channel activity","+",,,,,"GO:0098655 (term-term) GO:0022838"
"1218",,,,,"1218","kappa:0.82",,,"term-term","term-term","0.8181818181818182","cation transmembrane transport (term-term) inorganic cation transmembrane transporter activity",,,"false","term-term","cation transmembrane transport (term-term) inorganic cation transmembrane transporter activity","+",,,,,"GO:0098655 (term-term) GO:0022890"
"1219",,,,,"1219","kappa:1.0",,,"term-term","term-term","1.0","cation transmembrane transport (term-term) metal ion transport",,,"false","term-term","cation transmembrane transport (term-term) metal ion transport","+",,,,,"GO:0098655 (term-term) GO:0030001"
"1220",,,,,"1220","kappa:0.82",,,"term-term","term-term","0.8181818181818182","cation transmembrane transport (term-term) metal ion transmembrane transporter activity",,,"false","term-term","cation transmembrane transport (term-term) metal ion transmembrane transporter activity","+",,,,,"GO:0098655 (term-term) GO:0046873"
"1222",,,,,"1222","kappa:1.0",,,"term-term","term-term","1.0","anion transmembrane transport (term-term) chloride transport",,,"false","term-term","anion transmembrane transport (term-term) chloride transport","+",,,,,"GO:0098656 (term-term) GO:0006821"
"1223",,,,,"1223","kappa:1.0",,,"term-term","term-term","1.0","anion transmembrane transport (term-term) inorganic anion transmembrane transporter activity",,,"false","term-term","anion transmembrane transport (term-term) inorganic anion transmembrane transporter activity","+",,,,,"GO:0098656 (term-term) GO:0015103"
